,Commune,Nombre_pieces_principales,Surface_reelle_bati,Valeur_fonciere,Nature_culture,Cluster
13531,ORSAY,2.5,64.0,357500.0,S,0
13532,ORSENNES,2.0,46.0,8000.0,S,0
13533,ORSINVAL,0.0,0.0,170000.0,S,1
13534,ORSONVILLE,3.0,51.0,180000.0,S,0
13535,ORTAFFA,4.0,99.0,151275.0,S,2
13536,ORTHEVIELLE,4.0,121.0,252500.0,S,2
13537,ORTHEZ,4.0,88.0,156000.0,S,2
13538,ORVAL,4.5,82.0,81100.0,S,2
13539,ORVAL-SUR-SIENNE,2.0,28.0,274500.0,S,0
13540,ORVAULT,4.0,80.0,270000.0,S,2
13541,ORVILLERS SOREL,6.0,157.0,180000.0,J,1
13542,ORVILLIERS,4.0,107.0,222570.0,S,2
13543,ORVILLIERS SAINT JULIEN,3.0,60.0,60000.0,S,0
13544,ORX,4.0,107.0,313300.0,S,2
13545,OS MARSILLON,5.0,105.0,197275.0,T,2
13546,OSLON,3.5,88.5,137600.0,S,0
13547,OSMANVILLE,7.0,133.0,155000.0,AG,1
13548,OSMERY,2.0,90.0,86000.0,AG,0
13549,OSMOY-SAINT-VALERY,0.0,0.0,10000.0,S,1
13550,OSNY,2.5,78.0,231500.0,S,0
13551,OSSEJA,1.5,30.0,166110.0,S,1
13552,OSSELLE-ROUTELLE,5.0,140.0,120000.0,S,2
13553,OSSEN,4.5,94.5,217750.0,S,2
13554,OSSES,2.0,135.0,175000.0,S,0
13555,OSSEY LES TROIS MAISONS,4.0,78.0,139000.0,S,2
13556,OSSUN,4.0,121.0,160000.0,S,2
13557,OSTABAT-ASME,1.5,86.5,220925.0,S,1
13558,OSTRICOURT,5.0,102.0,180000.0,S,2
13559,OTA,4.0,106.0,400000.0,L,0
13560,OTHIS,4.5,101.5,272825.0,S,2
13561,OUAINVILLE,7.0,180.0,128500.0,S,1
13562,OUANNE,2.5,51.0,28500.0,S,0
13563,OUARVILLE,4.5,81.5,181750.0,S,2
13564,OUCHAMPS,3.0,109.0,170000.0,S,0
13565,OUCHES,3.0,90.0,95000.0,S,0
13566,OUCQUES LA NOUVELLE,2.5,75.5,62600.0,S,0
13567,OUDALLE,2.0,4437.5,1235000.0,S,0
13568,OUDAN,4.0,75.0,65000.0,S,2
13569,OUDEUIL,7.0,160.0,300000.0,S,1
13570,OUDEZEELE,3.0,77.5,123500.0,S,0
13571,OUDINCOURT,0.0,0.0,50000.0,S,1
13572,OUDON,5.0,112.0,231000.0,S,2
13573,OUERRE,7.0,141.0,232000.0,S,1
13574,OUESSANT,3.0,63.0,154000.0,S,0
13575,OUGE,5.0,103.0,147000.0,P,2
13576,OUGES,0.0,45.0,138000.0,S,1
13577,OUGNEY,5.0,102.0,174000.0,S,2
13578,OUGNEY DOUVOT,3.0,49.0,21000.0,S,0
13579,OUHANS,1.0,43.0,90000.0,S,1
13580,OUIDES,5.0,250.0,118000.0,S,2
13581,OUILLON,0.0,0.0,212000.0,J,1
13582,OUILLY-DU-HOULEY,0.0,0.0,160000.0,S,1
13583,OUILLY-LE-VICOMTE,3.0,72.0,120000.0,S,0
13584,OUISTREHAM,2.0,48.0,180000.0,S,0
13585,OULCHES,6.5,141.5,115089.825,S,1
13586,OULCHES LA VALLEE FOULON,7.0,152.0,213850.0,S,1
13587,OULCHY LA VILLE,3.0,90.0,154000.0,S,0
13588,OULCHY-LE-CHATEAU,4.0,72.0,110000.0,J,0
13589,OULINS,6.5,137.0,130750.0,S,1
13590,OULLINS,3.0,58.0,176150.0,S,0
13591,OULMES,3.0,92.0,120000.0,S,0
13592,OULON,0.0,0.0,57200.0,S,1
13593,OUPIA,5.0,129.0,59345.0,S,2
13594,OURCHES,4.0,100.0,14000.0,S,2
13595,OUROUER-LES-BOURDELINS,2.0,25.5,86000.0,S,0
13596,OUROUX SS LE BOIS STE MARI,2.0,92.5,158500.0,P,0
13597,OUROUX-EN-MORVAN,2.0,46.0,60000.0,P,0
13598,OUROUX-SUR-SAONE,4.0,93.0,191000.0,S,2
13599,OURSBELILLE,5.0,92.0,162400.0,S,2
13600,OURSEL MAISON,3.0,86.0,137000.0,S,0
13601,OURVILLE-EN-CAUX,4.0,93.5,142150.0,S,2
13602,OUSSE,2.5,94.5,212500.0,S,0
13603,OUSSIERES,6.0,112.5,264990.0,S,1
13604,OUSSON-SUR-LOIRE,4.0,126.0,70000.0,S,2
13605,OUSSOY-EN-GATINAIS,4.5,137.5,179975.0,AG,0
13606,OUST,3.0,79.0,93275.0,S,0
13607,OUST-MAREST,3.0,62.0,80500.0,S,0
13608,OUTARVILLE,4.5,77.5,151500.0,S,2
13609,OUTREAU,4.0,87.0,120000.0,S,2
13610,OUVE-WIRQUIN,5.0,136.0,165900.0,AG,0
13611,OUVEILLAN,4.0,90.0,120000.0,S,2
13612,OUVILLE,4.0,127.0,100500.0,S,2
13613,OUVILLE-L ABBAYE,4.0,89.5,266000.0,AB,0
13614,OUVILLE-LA-RIVIERE,5.0,152.0,81000.0,S,2
13615,OUVROUER-LES-CHAMPS,5.0,91.0,125000.0,S,2
13616,OUZILLY,4.0,99.0,110000.0,AG,0
13617,OUZOUER LE DOYEN,3.5,75.5,49250.0,S,0
13618,OUZOUER-SOUS-BELLEGARDE,5.0,86.0,155000.0,S,2
13619,OUZOUER-SUR-LOIRE,4.0,101.0,161000.0,S,2
13620,OUZOUER-SUR-TREZEE,4.0,76.0,55000.0,S,2
13621,OVILLERS-LA-BOISSELLE,4.0,97.0,138000.0,S,2
13622,OYE,4.0,197.0,145300.0,S,2
13623,OYE ET PALLET,3.5,84.5,237500.0,S,0
13624,OYE-PLAGE,5.0,97.0,145000.0,S,2
13625,OYEU,2.5,40.0,97000.0,S,0
13626,OYONNAX,2.0,50.0,130000.0,S,0
13627,OYRE,4.0,73.0,90000.0,S,2
13628,OYSONVILLE,4.0,77.5,212500.0,S,2
13629,OYTIER-SAINT-OBLAS,0.0,0.0,455840.0,S,1
13630,OZ,1.0,32.0,170000.0,S,1
13631,OZAN,4.5,102.0,197300.0,S,2
13632,OZENAY,0.0,0.0,416330.0,J,1
13633,OZEVILLE,3.0,70.0,95000.0,S,0
13634,OZILLAC,4.0,76.0,110000.0,J,0
13635,OZOIR LA FERRIERE,3.0,60.0,237000.0,S,0
13636,OZOLLES,0.0,0.0,195000.0,S,1
13637,OZON,3.0,65.0,9900.0,S,0
13638,OZOUER-LE-VOULGIS,4.0,106.0,298050.0,S,2
13639,PABU,3.0,57.0,104000.0,S,0
13640,PACAUDIERE (LA),2.0,133.0,172750.0,S,0
13641,PACE,4.0,107.0,308000.0,S,2
13642,PACT,4.0,79.5,164000.0,S,2
13643,PACY-SUR-EURE,3.0,71.0,177500.0,S,0
13644,PADERN,4.0,110.0,65000.0,S,2
13645,PADOUX,1.5,48.5,107000.0,S,1
13646,PAGEAS,4.5,89.5,98500.0,S,2
13647,PAGNEY,4.0,77.0,120000.0,S,2
13648,PAGNEY-DERRIERE-BARINE,5.0,102.0,154200.0,S,2
13649,PAGNOZ,4.0,76.0,220623264.0,S,2
13650,PAGNY LA BLANCHE COTE,7.0,82.0,58700.0,J,1
13651,PAGNY SUR MEUSE,4.0,100.5,145000.0,S,2
13652,PAGNY SUR MOSELLE,4.0,88.0,154050.0,S,2
13653,PAGNY-LA-VILLE,2.0,76.0,129900.0,S,0
13654,PAGNY-LE-CHATEAU,5.0,100.0,100000.0,S,2
13655,PAILHARES,2.0,53.0,106100.0,S,0
13656,PAILHES,4.0,96.0,321500.0,S,2
13657,PAILLART,2.0,78.0,123000.0,S,0
13658,PAILLE,5.0,113.0,165000.0,S,2
13659,PAILLENCOURT,3.5,142.5,155000.0,S,0
13660,PAILLET,3.5,85.0,172875.0,S,0
13661,PAILLOLES,3.0,97.0,240000.0,P,0
13662,PAIMBOEUF,3.5,90.0,132500.0,S,0
13663,PAIMPOL,3.0,87.0,175000.0,S,0
13664,PAIMPONT,4.0,81.0,180000.0,AG,0
13665,PAINBLANC,4.0,180.0,181550.0,S,2
13666,PAISY COSDON,0.0,0.0,97000.0,S,1
13667,PAIZAY-LE-CHAPT,2.0,88.0,38000.0,S,0
13668,PAIZAY-LE-SEC,3.0,69.0,87000.0,J,0
13669,PAIZAY-NAUDOUIN-EMBOURIE,3.5,103.0,118550.0,S,0
13670,PAJAY,3.0,103.0,199200.0,S,0
13671,PALAISEAU,2.0,57.0,240000.0,S,0
13672,PALAJA,4.0,93.5,169000.0,S,2
13673,PALAMINY,4.0,100.0,98000.0,S,2
13674,PALAU DE CERDAGNE,2.5,68.0,163600.0,S,0
13675,PALAU DEL VIDRE,3.0,60.0,124000.0,S,0
13676,PALAVAS-LES-FLOTS,2.0,35.5,143500.0,S,0
13677,PALEY,2.0,50.0,132000.0,S,0
13678,PALINGES,4.5,132.0,200825.0,S,2
13679,PALISSE,4.0,72.0,79000.0,S,2
13680,PALLEAU,4.0,89.5,107225.0,S,2
13681,PALLET (LE),4.0,94.0,260100.0,S,2
13682,PALLUAU,3.5,97.0,149500.0,S,0
13683,PALLUAU-SUR-INDRE,0.0,0.0,32550.0,S,1
13684,PALLUAUD,3.5,93.5,135000.0,S,0
13685,PALLUD,3.0,89.0,237000.0,S,0
13686,PALLUEL,3.0,67.0,92950.0,S,0
13687,PALNECA,2.0,56.0,75000.0,S,0
13688,PALUEL,5.0,106.0,188000.0,S,2
13689,PAMFOU,3.5,56.5,154500.0,S,0
13690,PAMIERS,3.0,69.0,87000.0,S,0
13691,PAMPELONNE,4.0,94.0,164300.0,S,2
13692,PAMPLIE,5.0,160.0,84000.0,J,2
13693,PAMPROUX,4.0,100.0,90000.0,S,2
13694,PANAZOL,4.0,88.0,153600.0,S,2
13695,PANCY COURTECON,3.0,40.0,1141000.0,S,0
13696,PANDRIGNES,4.0,66.0,57500.0,S,2
13697,PANISSIERES,4.0,83.0,63000.0,S,2
13698,PANJAS,3.0,60.0,203352.52,S,0
13699,PANNECE,5.0,89.0,78000.0,S,2
13700,PANNECIERES,7.5,103.0,166000.0,J,1
13701,PANNES,4.0,78.5,114250.0,S,2
13702,PANOSSAS,4.0,103.0,242500.0,J,0
13703,PANTIN,2.0,36.0,249000.0,S,0
13704,PANZOULT,4.5,95.0,87299.0,S,2
13705,PAPLEUX,3.0,80.0,61000.0,S,0
13706,PARADOU (LE),4.0,85.0,307675.0,S,2
13707,PARASSY,4.0,97.0,75440.0,S,2
13708,PARAY LE MONIAL,1.5,68.0,90400.0,S,1
13709,PARAY-DOUAVILLE,0.0,0.0,104500.0,S,1
13710,PARAY-SOUS-BRIAILLES,0.0,0.0,165000.5,S,1
13711,PARAY-VIEILLE-POSTE,3.0,75.0,310000.0,S,0
13712,PARAZA,4.0,117.5,224950.0,S,2
13713,PARC-D ANXTOT,4.0,130.0,168000.0,J,0
13714,PARCAY-MESLAY,3.0,74.0,189500.0,S,0
13715,PARCE,6.0,113.0,315000.0,T,1
13716,PARCE SUR SARTHE,3.5,110.5,115000.0,S,0
13717,PARCEY,5.0,110.0,119790.0,S,2
13718,PARCIEUX,4.0,91.0,320286.0,S,2
13719,PARCOUL-CHENAUD,3.0,70.0,49000.0,S,0
13720,PARDAILHAN,4.0,130.0,66525.0,S,2
13721,PARDAILLAN,3.0,79.0,411567.0,S,0
13722,PARDIES,4.0,70.0,98000.0,S,2
13723,PARDIES PIETAT,6.0,171.0,165000.0,S,1
13724,PAREMPUYRE,3.0,65.0,231845.0,S,0
13725,PARENT,3.5,85.0,181350.0,S,0
13726,PARENTIS EN BORN,3.5,80.0,130715.0,S,0
13727,PARFONDEVAL,4.0,94.0,62000.0,S,2
13728,PARFONDRU,5.0,152.0,225400.0,S,2
13729,PARGNY FILAIN,5.0,84.0,200000.0,J,2
13730,PARGNY-SUR-SAULX,4.0,117.0,95000.0,S,2
13731,PARIGNARGUES,4.0,100.0,410000.0,S,2
13732,PARIGNE,3.0,120.0,155000.0,S,0
13733,PARIGNE L EVEQUE,4.0,88.0,165306.0,S,2
13734,PARIGNE LE POLIN,4.5,99.0,162500.0,AG,0
13735,PARIGNE SUR BRAYE,4.0,109.5,171915.0,S,2
13736,PARIGNY,4.0,112.0,162200.0,J,0
13737,PARIGNY LES VAUX,4.0,68.0,90000.0,S,2
13738,PARIS 01,2.0,38.5,550000.0,S,0
13739,PARIS 02,1.0,39.0,380000.0,S,1
13740,PARIS 03,1.0,30.0,379349.0,S,1
13741,PARIS 04,1.0,35.0,461235.0,S,1
13742,PARIS 05,1.0,31.0,400000.0,S,1
13743,PARIS 06,2.0,35.0,481534.0,S,0
13744,PARIS 07,2.0,34.5,579100.0,S,0
13745,PARIS 08,1.0,32.0,640000.0,S,1
13746,PARIS 09,2.0,39.0,423500.0,S,0
13747,PARIS 10,2.0,34.0,372677.0,S,0
13748,PARIS 11,2.0,31.0,350000.0,S,0
13749,PARIS 12,2.0,30.5,345000.0,S,0
13750,PARIS 13,1.0,30.0,351130.0,S,1
13751,PARIS 14,1.0,30.0,344750.0,S,1
13752,PARIS 15,2.0,32.0,390000.0,S,0
13753,PARIS 16,1.0,30.0,565000.0,S,1
13754,PARIS 17,2.0,32.0,380000.0,S,0
13755,PARIS 18,2.0,30.0,317000.0,S,0
13756,PARIS 19,2.0,30.0,315000.0,S,0
13757,PARIS 20,1.0,30.0,330000.0,S,1
13758,PARIS-L HOPITAL,2.5,85.0,77500.0,S,0
13759,PARISOT,4.5,108.5,237500.0,S,2
13760,PARLAN,3.0,110.0,13000.0,J,0
13761,PARLEBOSCQ,4.5,103.5,131000.0,S,2
13762,PARLY,2.0,90.0,91575.0,S,0
13763,PARMAIN,4.0,75.5,256500.0,S,2
13764,PARMILIEU,2.0,24.0,2000.0,S,0
13765,PARNAC,3.5,71.5,133500.0,S,0
13766,PARNANS,4.5,136.5,195000.0,S,2
13767,PARNAY,3.0,82.0,65000.0,S,0
13768,PARNE SUR ROC,3.0,70.0,106000.0,S,0
13769,PARNES,4.0,70.0,226800.0,S,2
13770,PARNOY-EN-BASSIGNY,4.0,100.0,20000.0,S,2
13771,PARON,4.0,91.0,125000.0,S,2
13772,PAROY SUR THOLON,3.0,95.0,70000.0,S,0
13773,PARPEVILLE,3.0,93.0,76000.0,S,0
13774,PARRANQUET,3.0,133.0,190000.0,S,0
13775,PARROY,5.0,135.0,278150.0,S,2
13776,PARS-LES-ROMILLY,3.0,90.0,79000.0,S,0
13777,PARSAC-RIMONDEIX,2.5,100.0,35500.0,S,0
13778,PARTHENAY,4.0,76.5,70000.0,S,2
13779,PARTHENAY-DE-BRETAGNE,4.0,80.0,170000.0,S,2
13780,PARVES ET NATTAGES,5.0,120.0,268000.0,S,2
13781,PAS-DE-JEU,5.0,144.5,142500.0,S,2
13782,PAS-EN-ARTOIS,4.0,83.0,103500.0,S,2
13783,PASLIERES,4.0,83.0,139825.0,S,2
13784,PASLY,5.0,100.0,202000.0,S,2
13785,PASSA,5.0,107.0,205000.0,S,2
13786,PASSAIS VILLAGE,4.5,120.0,110000.0,S,2
13787,PASSAVANT-LA-ROCHERE,6.0,111.0,64500.0,S,1
13788,PASSEL,3.5,89.5,147750.0,S,0
13789,PASSIRAC,3.0,117.5,56500.0,S,0
13790,PASSONFONTAINE,5.0,130.0,220000.0,S,2
13791,PASSY,1.0,61.0,213057.0,S,1
13792,PASSY-GRIGNY,4.0,89.0,118250.0,S,2
13793,PATAY,1.5,34.5,125000.0,S,1
13794,PATORNAY,5.0,116.0,187900.0,S,2
13795,PATRIMONIO,0.0,93.0,222203.0,S,1
13796,PAU,1.0,35.0,93000.0,S,1
13797,PAUCOURT,0.0,0.0,80000.0,S,1
13798,PAUDY,2.5,61.0,23601.25,S,0
13799,PAUILHAC,3.5,82.0,178150.0,S,0
13800,PAUILLAC,3.0,80.5,117050.0,S,0
13801,PAULE,3.0,56.0,36000.0,S,0
13802,PAULHAC,4.0,82.0,125000.0,S,2
13803,PAULHAGUET,4.0,72.0,100000.0,S,2
13804,PAULHAN,3.0,76.0,149000.0,S,0
13805,PAULHENC,2.0,53.0,62700.0,S,0
13806,PAULMY,0.0,0.0,25000.0,S,1
13807,PAULNAY,4.0,79.0,40000.0,S,2
13808,PAULX,5.0,95.0,173500.0,S,2
13809,PAUSSAC ET ST VIVIEN,3.5,90.0,181750.0,S,0
13810,PAVANT,3.0,70.0,166350.0,S,0
13811,PAVEZIN,3.0,65.0,149360.0,S,0
13812,PAVIE,4.0,100.0,191800.0,S,2
13813,PAVILLY,3.5,76.5,140400.0,S,0
13814,PAYNS,4.0,92.0,166000.0,S,2
13815,PAYRIGNAC,0.0,0.0,137000.0,S,1
13816,PAYROUX,5.0,86.0,88000.0,J,2
13817,PAYS DE BELVES,4.0,90.0,77000.0,S,2
13818,PAYS DE CLERVAL,2.0,108.5,79500.5,S,0
13819,PAYZAC,3.5,100.0,106950.0,S,0
13820,PAZIOLS,2.0,45.0,40000.0,S,0
13821,PAZY,0.0,0.0,1500.0,S,1
13822,PEAUGRES,4.5,123.5,206000.0,S,2
13823,PEAULE,5.0,128.0,219000.0,S,2
13824,PEAULT,2.0,75.0,78000.0,S,0
13825,PEBRAC,3.0,56.0,25000.0,S,0
13826,PECH-LUNA,4.0,97.0,95000.0,S,2
13827,PECHABOU,2.5,47.5,176500.0,S,0
13828,PECHBONNIEU,3.0,63.0,171788.5,S,0
13829,PECHS-DE-L'ESPERANCE,0.0,0.0,161500.0,S,1
13830,PECQ (LE),2.0,52.0,274500.0,S,0
13831,PECQUENCOURT,4.0,84.5,129500.0,S,2
13832,PECY,2.5,226.0,609000.0,S,0
13833,PEDERNEC,5.0,130.0,142000.0,S,2
13834,PEGOMAS,3.0,55.0,260000.0,S,0
13835,PEGUILHAN,4.0,137.0,169505.0,S,2
13836,PEIGNEY,3.0,70.0,140000.0,S,0
13837,PEILLAC,3.0,83.0,62500.0,S,0
13838,PEILLE,2.0,56.5,168500.0,S,0
13839,PEILLON,3.5,68.5,306725.0,S,0
13840,PEILLONNEX,3.0,67.0,201000.0,S,0
13841,PEIPIN,3.5,76.5,184000.0,S,0
13842,PEISEY-NANCROIX,2.0,46.0,142650.0,S,0
13843,PEL ET DER,3.0,78.0,65000.0,S,0
13844,PELISSANNE,4.0,94.0,310000.0,S,2
13845,PELLEAUTIER,4.0,103.0,348000.0,J,0
13846,PELLEGRUE,3.0,108.0,138000.0,S,0
13847,PELLEPORT,3.5,85.5,190810.0,S,0
13848,PELLERIN (LE),4.0,97.0,210000.0,S,2
13849,PELLEVOISIN,0.0,0.0,70000.0,S,1
13850,PELOUSEY,6.0,115.0,246582.0,S,1
13851,PELUSSIN,2.0,55.0,95000.0,S,0
13852,PELVES,4.0,105.0,143500.0,S,2
13853,PENCHARD,3.0,74.0,270000.0,S,0
13854,PENCRAN,5.5,101.0,172410.0,S,1
13855,PENDE,3.0,71.0,90000.0,J,0
13856,PENESTIN,4.0,78.0,217500.0,S,2
13857,PENGUILY,5.0,121.0,180200.0,S,2
13858,PENIN,3.0,78.0,36129.5,S,0
13859,PENMARCH,3.0,75.0,140000.0,S,0
13860,PENNAUTIER,3.0,80.0,85000.0,S,0
13861,PENNE,0.0,0.0,469180.0,S,1
13862,PENNE D'AGENAIS,3.5,91.5,127900.0,S,0
13863,PENNE-SUR-L OUVEZE (LA),4.0,145.0,572450.0,S,2
13864,PENNEDEPIE,5.0,121.0,110000.0,S,2
13865,PENNESIERES,3.0,70.0,20000.0,S,0
13866,PENTA DI CASINCA,2.0,43.0,210000.0,S,0
13867,PENVENAN,4.0,95.0,150000.0,S,2
13868,PEONE,2.0,44.0,150000.0,S,0
13869,PEPIEUX,6.0,125.0,176000.0,S,1
13870,PERASSAY,3.0,50.0,110000.0,S,0
13871,PERCENEIGE,5.0,84.5,96500.0,S,2
13872,PERCEY,3.0,75.0,60000.0,S,0
13873,PERCEY-LE-GRAND,4.0,84.0,6000.0,S,2
13874,PERCHE-EN-NOCE,3.0,80.0,103880.0,S,0
13875,PERCY-EN-NORMANDIE,3.5,69.0,95695.0,S,0
13876,PERDREAUVILLE,5.0,103.5,278000.0,S,2
13877,PEREILLE,5.0,146.0,248000.0,AG,0
13878,PERENCHIES,4.0,89.0,180000.0,S,2
13879,PERET,2.0,71.0,235750.0,S,0
13880,PEREYRES,3.0,100.0,475000.0,S,0
13881,PERI,4.0,69.0,140000.0,S,2
13882,PERIERS,4.0,90.0,115000.0,S,2
13883,PERIERS-EN-AUGE,3.0,90.0,230000.0,S,0
13884,PERIERS-SUR-LE-DAN,5.0,150.5,432000.0,S,2
13885,PERIGNAC,3.5,85.5,197500.0,S,0
13886,PERIGNAT-LES-SARLIEVE,1.5,108.0,211650.0,S,1
13887,PERIGNAT-SUR-ALLIER,3.0,73.0,170000.0,S,0
13888,PERIGNE,4.0,104.0,162000.0,S,2
13889,PERIGNEUX,3.5,92.5,170500.0,S,0
13890,PERIGNY,3.0,64.5,208700.0,S,0
13891,PERIGUEUX,3.0,59.5,115000.0,S,0
13892,PERISSAC,4.5,115.0,209275.0,AG,0
13893,PERNAND-VERGELESSES,1.0,40.0,20000.0,S,1
13894,PERNANT,7.0,150.0,186000.0,S,1
13895,PERNAY,2.5,91.5,198183.25,S,0
13896,PERNES,3.0,52.0,62000.0,S,0
13897,PERNES LES FONTAINES,3.0,70.0,276030.0,S,0
13898,PERNES-LES-BOULOGNE,4.0,70.0,82500.0,S,2
13899,PERNOIS,4.0,128.0,130000.0,S,2
13900,PEROLS,3.0,69.0,241295.0,S,0
13901,PERON,3.0,64.0,291500.0,S,0
13902,PERONNAS,4.0,90.0,200000.0,S,2
13903,PERONNE,4.0,88.0,139000.0,S,2
13904,PERONNE-EN-MELANTOIS,5.0,142.0,390000.0,S,2
13905,PERONVILLE,5.0,99.0,126000.0,S,2
13906,PEROUGES,2.5,91.5,222800.0,S,0
13907,PEROUSE,2.0,44.0,187222.0,S,0
13908,PEROY LES GOMBRIES,5.0,86.0,247000.0,S,2
13909,PERPEZAC-LE-NOIR,0.0,0.0,216700.0,S,1
13910,PERPEZAT,2.5,42.5,72500.0,S,0
13911,PERPIGNAN,2.0,54.0,98000.0,S,0
13912,PERRANCEY LES VIEUX MOULINS,0.0,0.0,18000.0,S,1
13913,PERRAY-EN-YVELINES (LE),3.5,77.0,285300.0,S,0
13914,PERRECY-LES-FORGES,3.0,70.0,45000.0,S,0
13915,PERREUX,3.0,64.0,116650.0,S,0
13916,PERREX,4.0,88.5,140750.0,S,2
13917,PERRIER,6.0,130.0,190000.0,S,1
13918,PERRIER (LE),3.0,98.0,118000.0,S,0
13919,PERRIERES,4.0,122.0,175000.0,AG,0
13920,PERRIERS SUR ANDELLE,4.0,92.0,112000.0,S,2
13921,PERRIERS-EN-BEAUFICEL,4.0,82.5,95000.0,VE,0
13922,PERRIGNIER,0.0,63.0,185000.0,S,1
13923,PERRIGNY,4.0,83.0,130500.0,S,2
13924,PERRIGNY-LES-DIJON,2.0,42.0,134500.0,S,0
13925,PERRIGNY-SUR-L OGNON,3.0,80.0,159000.0,S,0
13926,PERROS-GUIREC,3.0,66.0,195000.0,S,0
13927,PERROU,4.5,92.0,90000.0,S,2
13928,PERROUSE,6.0,134.0,190000.0,J,1
13929,PERROY,3.0,63.0,15000.0,S,0
13930,PERRUSSON,0.5,91.0,74750.0,S,1
13931,PERS-EN-GATINAIS,5.0,137.0,142000.0,S,2
13932,PERS-JUSSY,3.0,86.0,333270.0,S,0
13933,PERSAC,3.0,84.0,25000.0,S,0
13934,PERSAN,3.0,66.0,200000.0,S,0
13935,PERSQUEN,2.0,81.0,74000.0,AG,0
13936,PERTHES,5.0,136.0,740000.0,S,2
13937,PERTUIS,3.0,70.0,218000.0,S,0
13938,PERVENCHERES,2.0,58.0,65000.0,S,0
13939,PERVILLE,0.0,0.0,163000.0,S,1
13940,PESCHADOIRES,4.0,80.0,128000.0,S,2
13941,PESEUX,0.0,0.0,185000.0,S,1
13942,PESMES,6.0,153.0,125000.0,S,1
13943,PESSAC,3.0,65.0,270000.0,S,0
13944,PESSAN,2.5,71.0,82400.0,S,0
13945,PESSINES,3.0,89.0,155000.0,J,0
13946,PETIT BOURG,4.0,86.0,268000.0,S,2
13947,PETIT CANAL,4.5,109.0,113940.0,B,2
13948,PETIT MARS,1.0,68.0,225000.0,S,1
13949,PETIT MESNIL,4.0,98.0,180000.0,S,2
13950,PETIT NOIR,4.5,87.5,116500.0,S,2
13951,PETIT QUEVILLY (LE),3.0,60.5,129000.0,S,0
13952,PETIT VERLY,1.0,26.0,32250.0,J,1
13953,PETIT-BERSAC,5.0,96.0,80000.0,T,2
13954,PETIT-CAUX,4.0,88.5,151000.0,S,2
13955,PETIT-COURONNE (LE),4.0,78.5,162000.0,S,2
13956,PETIT-CROIX,5.0,108.0,105000.0,S,2
13957,PETIT-FAILLY,3.0,70.0,6840.0,S,0
13958,PETIT-FAYT,5.0,130.0,152000.0,S,2
13959,PETITE CHAUX,4.0,123.0,234000.0,S,2
13960,PETITE FORET,4.0,87.0,115850.0,S,2
13961,PETITE ILE,3.0,67.0,206000.0,S,0
13962,PETITE-FOSSE (LA),0.0,97.0,33000.0,S,1
13963,PETITE-RAON (LA),3.5,88.0,99750.0,S,0
13964,PETITMAGNY,5.0,65.5,97250.0,S,2
13965,PETITMONT,5.0,113.0,50000.0,S,2
13966,PETIVILLE,5.5,148.0,287450.0,VE,1
13967,PETRETO-BICCHISANO,1.5,26.5,216270.0,S,1
13968,PEUJARD,4.0,91.0,200000.0,S,2
13969,PEUMERIT,4.0,104.0,179450.0,S,2
13970,PEUPLINGUES,4.0,107.0,150000.0,S,2
13971,PEUX ET COUFFOULEUX,0.0,0.0,63000.0,S,1
13972,PEVY,4.0,120.0,272000.0,S,2
13973,PEXIORA,3.5,99.0,69030.0,S,0
13974,PEXONNE,0.0,0.0,23000.0,S,1
13975,PEY,5.0,116.0,228708.0,S,2
13976,PEYMEINADE,3.0,79.0,332000.0,S,0
13977,PEYNIER,4.0,92.5,604075.0,S,2
13978,PEYPIN,4.0,89.0,402590.0,S,2
13979,PEYPIN-D AIGUES,4.0,106.0,385000.0,S,2
13980,PEYRAT LA NONIERE,2.0,75.0,45000.0,S,0
13981,PEYRAT-DE-BELLAC,4.0,80.0,78100.0,S,2
13982,PEYRAT-LE-CHATEAU,3.0,67.0,34000.0,S,0
13983,PEYRAUD,3.5,73.5,82500.0,S,0
13984,PEYRE EN AUBRAC,4.5,164.5,240400.0,T,2
13985,PEYREHORADE,4.0,125.0,207500.0,S,2
13986,PEYRELONGUE ABOS,3.0,65.0,167000.0,S,0
13987,PEYREMALE,2.0,45.0,27800.0,S,0
13988,PEYRENS,4.0,100.0,1.0,S,2
13989,PEYRESTORTES,4.0,79.5,186500.0,S,2
13990,PEYRIAC DE MER,6.0,151.0,300000.0,S,1
13991,PEYRIAC MINERVOIS,3.0,64.0,83450.0,S,0
13992,PEYRIERE,6.0,117.0,133012.0,S,1
13993,PEYRIEU,3.0,149.0,180000.0,S,0
13994,PEYRIGNAC,5.0,110.0,163125.0,J,2
13995,PEYRILHAC,5.0,85.0,55000.0,S,2
13996,PEYRINS,5.0,119.5,271000.0,S,2
13997,PEYROLE,5.0,144.5,235500.0,S,2
13998,PEYROLLES-EN-PROVENCE,3.0,76.0,249000.0,S,0
13999,PEYROULES,5.0,173.0,260500.0,T,2
14000,PEYROUSE,4.0,110.0,157500.0,S,2
14001,PEYRUIS,4.0,73.0,229100.0,S,2
14002,PEYRUS,4.0,70.0,122500.0,S,2
14003,PEYRUSSE,0.0,97.0,1.0,S,1
14004,PEYSSIES,5.0,150.0,278230.0,AG,0
14005,PEYZIEUX-SUR-SAONE,5.0,138.5,240910.0,S,2
14006,PEZARCHES,4.0,123.5,369500.0,S,2
