,Commune,Nombre_pieces_principales,Surface_reelle_bati,Valeur_fonciere,Nature_culture,Cluster
14007,PEZENAS,3.0,65.5,147750.0,S,0
14008,PEZENES-LES-MINES,5.0,114.5,129350.0,S,2
14009,PEZENS,3.5,92.5,145760.0,S,0
14010,PEZILLA DE LA RIVIERE,4.0,82.0,178000.0,S,2
14011,PEZOU,3.0,102.5,83000.0,S,0
14012,PHALEMPIN,4.0,101.0,180000.0,S,2
14013,PIA,4.0,87.0,173000.0,S,2
14014,PIACE,6.0,130.0,136000.0,S,1
14015,PIANA,0.0,0.0,500.0,S,1
14016,PIAZZOLE,8.0,150.0,160000.0,S,1
14017,PIBRAC,3.0,78.0,239500.0,S,0
14018,PICAUVILLE,3.0,90.0,59000.0,S,0
14019,PICHANGES,2.0,48.5,106700.0,S,0
14020,PICHERANDE,2.5,70.0,117000.0,P,0
14021,PICQUIGNY,3.0,107.0,101200.0,S,0
14022,PIEGUT-PLUVIERS,6.0,127.0,46000.0,S,1
14023,PIENCOURT,4.0,88.0,135000.0,AG,0
14024,PIENNES,3.0,74.0,133000.0,S,0
14025,PIENNES-ONVILLERS,0.0,253.0,547120.0,P,1
14026,PIERRE BENITE,3.0,55.5,197087.5,S,0
14027,PIERRE-BUFFIERE,3.0,93.0,120000.0,S,0
14028,PIERRE-CHATEL,2.0,41.5,180000.0,S,0
14029,PIERRE-DE-BRESSE,3.0,66.0,73750.0,S,0
14030,PIERRE-LA-TREICHE,3.0,88.0,53850.0,S,0
14031,PIERRE-LEVEE,3.0,87.0,310000.0,S,0
14032,PIERRE-MORAINS,3.5,82.0,76500.0,S,0
14033,PIERRECLOS,0.0,420.0,83000.0,S,1
14034,PIERRECOURT,2.5,43.0,77500.0,S,0
14035,PIERREFEU-DU-VAR,4.0,96.5,303750.0,S,2
14036,PIERREFICHE,4.0,128.0,190000.0,S,2
14037,PIERREFITTE SUR AIRE,0.0,0.0,10000.0,S,1
14038,PIERREFITTE-EN-AUGE,6.0,179.0,325000.0,AG,0
14039,PIERREFITTE-EN-CINGLAIS,5.0,152.0,115500.0,S,2
14040,PIERREFITTE-ES-BOIS,3.0,83.0,25000.0,S,0
14041,PIERREFITTE-NESTALAS,3.0,96.0,134000.0,S,0
14042,PIERREFITTE-SUR-LOIRE,4.0,111.0,139500.0,S,2
14043,PIERREFITTE-SUR-SEINE,2.0,46.0,148450.0,S,0
14044,PIERREFONDS,5.0,98.5,178625.0,S,2
14045,PIERREFONTAINE LES VARANS,5.0,160.0,200000.0,S,2
14046,PIERREFORT,6.0,111.0,68500.0,S,1
14047,PIERREGOT,5.5,88.5,205250.0,S,1
14048,PIERRELATTE,4.0,97.0,168130.0,S,2
14049,PIERRELAYE,4.0,80.0,281000.0,S,2
14050,PIERREMONT-SUR-AMANCE,0.0,0.0,380000.0,S,1
14051,PIERREPONT,3.0,79.5,144525.0,J,0
14052,PIERREPONT-SUR-AVRE,4.0,85.0,94000.0,S,2
14053,PIERRERUE,2.0,48.0,210000.0,S,0
14054,PIERRES,2.0,48.0,155000.0,S,0
14055,PIERREVERT,4.0,104.0,272500.0,S,2
14056,PIERREVILLE,3.0,69.0,121500.0,S,0
14057,PIERRIC,3.5,88.0,110000.0,S,0
14058,PIERRY,2.0,87.0,70000.0,S,0
14059,PIETRACORBARA,2.0,70.0,219725.0,L,0
14060,PIETROSELLA,3.0,70.5,407460.0,S,0
14061,PIETROSO,4.0,106.0,220000.0,T,0
14062,PIEUSSE,3.5,86.5,120137.5,S,0
14063,PIFFONDS,2.5,53.0,81750.0,S,0
14064,PIGNA,1.0,19.0,90000.0,S,1
14065,PIGNAN,3.0,68.0,188700.0,S,0
14066,PIGNANS,3.5,73.0,192125.0,S,0
14067,PIGNICOURT,5.0,98.0,185900.0,S,2
14068,PIGNOLS,4.0,95.0,180000.0,S,2
14069,PIGNY,5.0,130.0,156000.0,S,2
14070,PIHEM,0.0,0.0,20000.0,AB,1
14071,PIHEN-LES-GUINES,4.0,147.0,185500.0,S,2
14072,PILLAC,4.5,103.5,161751.5,S,2
14073,PIMORIN,5.0,139.0,135000.0,S,2
14074,PIN,0.0,0.0,140000.0,S,1
14075,PIN BALMA,5.0,157.0,553407.5,S,2
14076,PINAS,1.0,35.0,105000.0,S,1
14077,PINDERES,5.0,120.0,215000.0,S,2
14078,PINEAUX (LES),5.5,123.5,124500.0,AG,0
14079,PINEL-HAUTERIVE,3.0,92.0,120000.0,S,0
14080,PINET,3.5,78.0,177300.0,S,0
14081,PINEUILH,3.0,74.0,138000.0,S,0
14082,PINEY,3.5,79.0,75750.0,S,0
14083,PINOLS,3.0,144.0,50000.0,S,0
14084,PINON,4.0,63.0,127900.0,S,2
14085,PINS JUSTARET,2.5,56.0,160905.0,S,0
14086,PINSAC,2.0,68.5,91775.0,S,0
14087,PINSAGUEL,4.0,101.0,178000.0,S,2
14088,PINTERVILLE,5.5,111.0,146901.94,S,1
14089,PINTHEVILLE,5.0,110.0,41131.2,S,2
14090,PIOBETTA,4.0,70.0,150000.0,S,2
14091,PIOLENC,4.0,93.0,163000.0,S,2
14092,PIONNAT,4.0,111.0,138300.0,T,0
14093,PIONSAT,3.0,120.0,146300.0,S,0
14094,PIPRIAC,2.0,60.0,92990.0,S,0
14095,PIQUECOS,2.0,77.0,25000.0,S,0
14096,PIRE-CHANCE,4.0,94.0,195000.0,S,2
14097,PIRE-SUR-SEICHE,5.0,123.0,136100.0,S,2
14098,PIREY,4.0,114.0,253500.0,S,2
14099,PIRIAC-SUR-MER,3.0,61.0,210000.0,S,0
14100,PIRMIL,4.0,133.0,95000.0,P,0
14101,PIROU,3.5,90.0,159500.0,S,0
14102,PISANY,2.5,66.5,143025.0,S,0
14103,PISCOP,3.0,660.5,1500000.0,S,0
14104,PISEUX,3.5,64.5,95750.0,P,0
14105,PISIEU,3.0,70.0,142000.0,S,0
14106,PISSELEU,4.0,157.0,172560.0,J,0
14107,PISSELOUP,5.0,142.5,142187.5,S,2
14108,PISSOS,4.0,85.0,250000.0,S,2
14109,PISSOTTE,4.0,80.5,127610.0,S,2
14110,PISSY-POVILLE,4.0,94.0,208000.0,S,2
14111,PITGAM,6.0,128.0,97124.6,S,1
14112,PITHIVIERS,1.0,65.0,96500.0,S,1
14113,PITHIVIERS-LE-VIEIL,4.0,93.0,125000.0,J,0
14114,PITRES,4.0,98.0,172600.0,S,2
14115,PITTEFAUX,5.0,145.0,250200.0,S,2
14116,PIZIEUX,4.0,105.0,175000.0,S,2
14117,PLABENNEC,5.0,98.0,177600.0,S,2
14118,PLACHY-BUYON,5.0,97.5,186550.0,S,2
14119,PLAGNE,4.0,106.0,150000.0,S,2
14120,PLAGNOLE,4.5,151.5,226625.0,S,2
14121,PLAILLY,0.0,78.0,198000.0,S,1
14122,PLAIMBOIS VENNES,3.0,132.0,120000.0,S,0
14123,PLAIMPIED-GIVAUDINS,5.0,96.0,270000.0,S,2
14124,PLAINE-D'ARGENSON,1.5,65.0,90000.0,S,1
14125,PLAINE-ET-VALLEES,3.0,94.0,60000.0,S,0
14126,PLAINES SAINT LANGE,0.0,168.0,20000.0,S,1
14127,PLAINFAING,3.5,82.0,51250.0,S,0
14128,PLAINTEL,3.0,75.0,120000.0,S,0
14129,PLAINVAL,5.0,96.0,187000.0,S,2
14130,PLAINVILLE,4.0,98.0,183000.0,VE,0
14131,PLAISANCE,3.5,93.5,57500.0,S,0
14132,PLAISANCE DU TOUCH,4.0,80.0,238000.0,S,2
14133,PLAISIR,2.0,59.0,200000.0,S,0
14134,PLAISSAN,2.0,35.0,193700.0,S,0
14135,PLAN DE CUQUES,3.0,65.0,247445.0,S,0
14136,PLAN-D AUPS SAINTE BAUME,4.0,90.0,230000.0,S,2
14137,PLAN-D ORGON,3.0,90.0,235000.0,S,0
14138,PLANAISE,4.5,100.5,276140.0,S,2
14139,PLANAY,7.0,143.0,400000.0,S,1
14140,PLANCHE (LA),3.0,64.0,80000.0,S,0
14141,PLANCHER-BAS,5.0,149.0,136200.0,S,2
14142,PLANCHER-LES-MINES,3.0,80.0,49000.0,S,0
14143,PLANCHERINE,3.0,112.0,115000.0,S,0
14144,PLANCHEZ,2.0,55.0,38000.0,S,0
14145,PLANCOET,3.0,80.5,145000.0,S,0
14146,PLANCY-L'ABBAYE,3.5,70.0,50250.0,S,0
14147,PLANES,4.0,78.0,242500.0,S,2
14148,PLANGUENOUAL,4.0,100.0,130000.0,S,2
14149,PLANIOLES,6.0,102.0,74000.0,T,1
14150,PLANTY,4.0,84.5,103500.0,S,2
14151,PLASNES,1.5,50.5,166500.0,S,1
14152,PLASSAC,4.0,85.5,100875.0,S,2
14153,PLASSAC-ROUFFIAC,1.0,86.0,140000.0,S,1
14154,PLATEAU D'HAUTEVILLE,3.0,70.5,93500.0,S,0
14155,PLATEAU-DES-PETITES-ROCHES,4.0,89.0,183950.0,S,2
14156,PLATS,2.0,104.0,107000.0,S,0
14157,PLAUDREN,5.0,96.0,130000.0,S,2
14158,PLAUZAT,3.0,80.0,105500.0,S,0
14159,PLAVILLA,5.0,119.0,319000.0,S,2
14160,PLAZAC,5.5,167.0,246757.5,S,1
14161,PLEAUX,3.0,56.0,90000.0,S,0
14162,PLEBOULLE,6.0,130.0,223030.0,AG,0
14163,PLECHATEL,4.0,80.0,213300.0,S,2
14164,PLEDELIAC,2.5,50.0,152500.0,S,0
14165,PLEDRAN,4.0,88.0,105000.0,S,2
14166,PLEGUIEN,3.0,77.0,163143.0,S,0
14167,PLEHEDEL,4.0,87.0,107500.0,S,2
14168,PLEINE-FOUGERES,2.5,71.5,88500.0,S,0
14169,PLELAN-LE-GRAND,4.0,98.0,131300.0,S,2
14170,PLELAN-LE-PETIT,3.0,85.0,58600.0,S,0
14171,PLELAUFF,5.5,145.0,179500.0,S,1
14172,PLELO,5.0,107.0,165000.0,S,2
14173,PLEMET,3.0,70.0,99950.0,S,0
14174,PLEMY,3.0,96.0,90000.0,S,0
14175,PLENEE-JUGON,4.0,93.5,158500.0,S,2
14176,PLENEUF-VAL-ANDRE,2.0,49.0,186000.0,S,0
14177,PLERGUER,5.0,98.0,170000.0,S,2
14178,PLERIN,3.0,83.5,202500.0,S,0
14179,PLERNEUF,4.5,88.5,150000.0,S,2
14180,PLESCOP,0.0,57.5,174850.0,S,1
14181,PLESDER,4.0,90.0,30000.0,S,2
14182,PLESIDY,4.0,79.5,106000.0,S,2
14183,PLESLIN-TRIGAVOU,4.0,95.0,156215.0,S,2
14184,PLESSE,3.0,95.0,100000.0,S,0
14185,PLESSIS ST JEAN,5.0,162.0,130000.0,S,2
14186,PLESSIS-BOUCHARD (LE),4.0,83.5,210000.0,S,2
14187,PLESSIS-GRAMMOIRE (LE),5.0,113.0,225000.0,S,2
14188,PLESSIS-SAINT-BENOIST,6.0,101.0,110000.0,J,1
14189,PLESTAN,3.0,66.5,106050.0,S,0
14190,PLESTIN-LES-GREVES,3.5,94.0,152825.0,S,0
14191,PLEUBIAN,4.0,92.0,187000.0,S,2
14192,PLEUCADEUC,4.0,100.0,150000.0,S,2
14193,PLEUDANIEL,1.0,35.0,22500.0,S,1
14194,PLEUDIHEN-SUR-RANCE,4.0,84.0,198000.0,S,2
14195,PLEUGRIFFET,2.0,69.5,67000.0,S,0
14196,PLEUGUENEUC,3.0,79.0,67000.0,S,0
14197,PLEUMARTIN,3.0,90.0,142500.0,S,0
14198,PLEUMELEUC,3.0,65.0,157910.0,S,0
14199,PLEUMEUR-BODOU,4.0,88.0,127500.0,S,2
14200,PLEUMEUR-GAUTIER,4.0,90.0,135000.0,S,2
14201,PLEURE,5.0,91.0,145000.0,T,2
14202,PLEURS,3.0,80.0,67000.0,S,0
14203,PLEURTUIT,3.0,77.5,188000.0,S,0
14204,PLEUVEN,4.0,97.0,197610.0,S,2
14205,PLEVEN,6.0,115.0,146000.0,S,1
14206,PLEVENON,3.0,99.0,165000.0,J,0
14207,PLEYBEN,3.0,80.0,67500.0,S,0
14208,PLEYBER-CHRIST,4.5,97.5,86000.0,S,2
14209,PLIBOU,5.5,204.5,157500.0,S,1
14210,PLIEUX,0.0,0.0,138000.0,S,1
14211,PLIVOT,0.0,0.0,232000.0,S,1
14212,PLOBANNALEC LESCONIL,4.0,109.0,195000.0,S,2
14213,PLOEMEL,4.0,83.0,230000.0,S,2
14214,PLOEMEUR,3.0,85.0,247500.0,S,0
14215,PLOERDUT,4.0,90.0,91300.0,S,2
14216,PLOEREN,4.5,117.5,308000.0,S,2
14217,PLOERMEL,4.0,80.0,133500.0,S,2
14218,PLOEUC-L'HERMITAGE,3.0,84.0,95000.0,S,0
14219,PLOEVEN,5.0,76.0,120000.0,S,2
14220,PLOEZAL,3.0,75.5,65250.0,S,0
14221,PLOGASTEL ST GERMAIN,2.5,87.5,99250.0,S,0
14222,PLOGOFF,4.0,75.0,110000.0,S,2
14223,PLOGONNEC,3.5,92.0,103520.0,S,0
14224,PLOISY,0.0,1079.0,480000.0,S,1
14225,PLOMBIERES LES BAINS,4.0,86.5,72500.0,S,2
14226,PLOMBIERES-LES-DIJON,4.0,90.0,227000.0,S,2
14227,PLOMELIN,4.0,101.0,177750.0,S,2
14228,PLOMEUR,4.0,103.0,190000.0,S,2
14229,PLOMODIERN,5.0,98.0,105000.0,S,2
14230,PLONEIS,3.0,87.5,135000.0,S,0
14231,PLONEOUR LANVERN,4.0,94.0,139500.0,S,2
14232,PLONEVEZ DU FAOU,1.5,72.0,66000.0,S,1
14233,PLONEVEZ-PORZAY,5.0,111.0,212500.0,S,2
14234,PLOREC-SUR-ARGUENON,1.5,33.0,72000.0,S,1
14235,PLOTTES,3.0,72.0,85000.0,S,0
14236,PLOU,0.0,0.0,30000.0,S,1
14237,PLOUAGAT,5.5,123.5,200000.0,S,1
14238,PLOUARET,3.0,86.0,113349.0,S,0
14239,PLOUARZEL,6.0,116.0,196000.0,S,1
14240,PLOUASNE,2.0,40.0,54000.0,S,0
14241,PLOUAY,5.0,89.5,169000.0,S,2
14242,PLOUBAZLANEC,4.0,83.0,187000.0,S,2
14243,PLOUBEZRE,4.0,106.0,188000.0,S,2
14244,PLOUDALMEZEAU,4.0,78.5,205000.0,S,2
14245,PLOUDANIEL,5.0,116.0,165000.0,S,2
14246,PLOUDIRY,4.0,97.0,166500.0,S,2
14247,PLOUEC-DU-TRIEUX,4.0,106.0,82000.0,S,2
14248,PLOUEDERN,4.0,90.0,110000.0,S,2
14249,PLOUEGAT-GUERRAND,2.0,70.0,138850.0,S,0
14250,PLOUEGAT-MOYSAN,3.0,78.0,110000.0,S,0
14251,PLOUENAN,5.0,110.0,115000.0,S,2
14252,PLOUER-SUR-RANCE,3.0,88.0,210000.0,S,0
14253,PLOUESCAT,4.0,88.0,123537.5,S,2
14254,PLOUEZEC,3.0,87.0,115000.0,S,0
14255,PLOUEZOC'H,3.0,73.0,160000.0,S,0
14256,PLOUFRAGAN,4.0,96.0,155000.0,S,2
14257,PLOUGAR,4.0,120.0,174500.0,S,2
14258,PLOUGASNOU,3.0,75.0,115000.0,S,0
14259,PLOUGASTEL-DAOULAS,4.0,80.5,197500.0,S,2
14260,PLOUGONVELIN,3.5,82.0,192625.0,S,0
14261,PLOUGONVEN,3.0,80.0,95000.0,S,0
14262,PLOUGONVER,1.0,508.0,2500.5,S,1
14263,PLOUGOULM,4.0,96.0,80000.0,S,2
14264,PLOUGOUMELEN,5.0,110.0,280000.0,S,2
14265,PLOUGOURVEST,6.0,131.0,173000.0,S,1
14266,PLOUGRAS,3.0,107.0,60000.0,S,0
14267,PLOUGRESCANT,3.0,73.0,163500.0,S,0
14268,PLOUGUENAST,4.0,115.0,140000.0,S,2
14269,PLOUGUENAST-LANGAST,4.0,82.0,158960.0,S,2
14270,PLOUGUERNEAU,4.0,90.0,130000.0,S,2
14271,PLOUGUERNEVEL,4.0,82.0,122000.0,S,2
14272,PLOUGUIEL,4.5,126.0,160000.0,S,2
14273,PLOUGUIN,4.0,75.0,165450.0,S,2
14274,PLOUHA,4.0,85.0,149700.0,S,2
14275,PLOUHARNEL,3.0,78.0,240000.0,S,0
14276,PLOUHINEC,3.0,70.0,110000.0,S,0
14277,PLOUIDER,4.0,102.0,163000.0,S,2
14278,PLOUIGNEAU,4.0,98.0,109100.0,S,2
14279,PLOUISY,4.0,80.0,120000.0,S,2
14280,PLOULEC'H,4.0,115.0,163500.0,S,2
14281,PLOUMAGOAR,3.0,81.0,107500.0,S,0
14282,PLOUMILLIAU,4.0,80.0,122500.0,S,2
14283,PLOUMOGUER,5.5,106.0,169300.0,S,1
14284,PLOUNEOUR-BRIGNOGAN-PLAGES,5.5,112.5,246725.5,S,1
14285,PLOUNEOUR-MENEZ,3.0,107.5,84350.5,S,0
14286,PLOUNERIN,4.0,103.0,100000.0,S,2
14287,PLOUNEVENTER,0.0,0.0,114900.0,S,1
14288,PLOUNEVEZ QUINTIN,3.0,73.0,57500.0,S,0
14289,PLOUNEVEZ-LOCHRIST,5.0,112.0,166000.0,S,2
14290,PLOUNEVEZ-MOEDEC,0.5,28.0,32000.0,S,1
14291,PLOUNEVEZEL,5.0,98.0,118000.0,S,2
14292,PLOURAC H,1.5,39.5,217100.0,T,1
14293,PLOURAY,3.0,119.5,80000.0,S,0
14294,PLOURHAN,5.0,144.0,112000.0,AG,0
14295,PLOURIN,4.5,76.5,140500.0,S,2
14296,PLOURIN-LES-MORLAIX,4.5,127.0,150000.0,S,2
14297,PLOURIVO,3.5,77.0,187500.0,S,0
14298,PLOUVARA,3.0,84.0,92500.0,S,0
14299,PLOUVIEN,4.0,79.0,144000.0,S,2
14300,PLOUVORN,5.0,87.0,130000.0,S,2
14301,PLOUYE,1.0,56.0,37000.0,S,1
14302,PLOUZANE,5.0,93.0,197500.0,S,2
14303,PLOUZEVEDE,4.5,116.5,103625.0,S,2
14304,PLOVAN,3.0,75.0,80000.0,S,0
14305,PLOZEVET,3.0,72.0,175000.0,S,0
14306,PLUDUAL,3.5,92.5,172700.0,AG,0
14307,PLUDUNO,4.0,93.0,160000.0,S,2
14308,PLUFUR,4.0,86.0,208650.0,S,2
14309,PLUGUFFAN,5.0,113.0,180000.0,S,2
14310,PLUHERLIN,3.0,91.0,125000.0,S,0
14311,PLUMAUDAN,0.0,103.5,64000.0,S,1
14312,PLUMAUGAT,1.5,43.0,52500.0,S,1
14313,PLUMELEC,3.0,87.0,75000.0,S,0
14314,PLUMELIAU,3.0,101.0,132000.0,S,0
14315,PLUMELIAU-BIEUZY,3.0,92.0,133450.0,S,0
14316,PLUMELIN,2.0,49.0,192000.0,S,0
14317,PLUMERGAT,4.0,75.5,137250.0,S,2
14318,PLUMIEUX,4.0,56.0,65750.0,S,2
14319,PLUNERET,4.0,80.0,180000.0,S,2
14320,PLURIEN,2.0,75.0,180000.0,S,0
14321,PLUSQUELLEC,5.0,116.0,87137.5,S,2
14322,PLUSSULIEN,5.0,118.0,80000.0,S,2
14323,PLUVIGNER,4.0,89.0,152000.0,S,2
14324,PLUZUNET,3.0,86.0,108000.0,S,0
14325,POCE SUR CISSE,4.0,78.0,230000.0,S,2
14326,POCE-LES-BOIS,5.0,130.0,233750.0,S,2
14327,PODENSAC,3.0,93.0,201150.0,S,0
14328,POEY DE LESCAR,4.0,88.0,213400.0,S,2
14329,POGGIO DI NAZZA,3.0,65.0,10000.0,S,0
14330,POGGIO MEZZANA,2.0,35.5,82500.0,S,0
14331,POGNY,0.0,12.0,50711.77,S,1
14332,POIGNY-LA-FORET,3.0,70.0,240000.0,S,0
14333,POIL,5.0,270.0,390000.0,S,2
14334,POILHES,4.0,118.5,249181.5,S,2
14335,POILLEY,3.5,64.0,113750.0,S,0
14336,POILLY,5.0,125.0,238000.0,S,2
14337,POILLY SUR THOLON,4.0,118.0,135500.0,S,2
14338,POILLY-LEZ-GIEN,3.5,87.5,86500.0,S,0
14339,POILLY-SUR-SEREIN,1.0,14.0,27500.0,S,1
14340,POINCY,2.5,7326.5,6641000.0,J,0
14341,POINSON LES FAYL,4.0,144.0,14000.0,S,2
14342,POINSON-LES-NOGENT,0.0,0.0,7500.0,S,1
14343,POINTE A PITRE,2.0,51.0,62000.0,S,0
14344,POINTE NOIRE,4.0,71.0,7890.0,S,2
14345,POINTEL,1.0,50.0,30000.0,S,1
14346,POINTIS INARD,5.0,110.0,155000.0,S,2
14347,POINTIS-DE-RIVIERE,2.0,77.0,77000.0,S,0
14348,POIRE SUR VIE (LE),4.0,96.0,179000.0,S,2
14349,POIROUX,3.0,95.0,153114.0,S,0
14350,POISAT,5.0,95.0,300000.0,S,2
14351,POISEUL-LES-SAULX,3.0,42.0,202930.0,S,0
14352,POISEUX,2.0,95.0,55000.0,S,0
14353,POISIEUX,0.0,0.0,30000.0,S,1
14354,POISSONS,2.0,85.0,17000.0,S,0
14355,POISSY,1.0,42.0,225000.0,S,1
14356,POISY,2.0,43.0,270000.0,S,0
14357,POITIERS,1.0,35.0,96000.0,S,1
14358,POIVRES,4.0,94.0,142500.0,S,2
14359,POIX TERRON,3.0,78.0,132500.0,S,0
14360,POIX-DE-PICARDIE,4.5,100.0,132212.5,S,2
14361,POIX-DU-NORD,4.0,61.5,74500.0,S,2
14362,POLASTRON,3.0,80.0,146000.0,S,0
14363,POLEYMIEUX-AU-MONT-D OR,5.0,135.0,856150.0,AG,0
14364,POLIENAS,5.0,120.5,248955.0,S,2
14365,POLIGNAC,2.5,71.5,107565.0,S,0
14366,POLIGNE,3.0,72.0,135200.0,S,0
14367,POLIGNY,3.0,87.0,99990.0,S,0
14368,POLINCOVE,5.0,136.0,214000.0,S,2
14369,POLISOT,3.5,115.0,115000.0,S,0
14370,POLLESTRES,4.0,97.5,213750.0,S,2
14371,POLLIAT,4.5,105.5,171544.5,S,2
14372,POLLIONNAY,3.0,59.5,276000.0,S,0
14373,POLMINHAC,2.0,77.0,45000.0,S,0
14374,POMACLE,4.0,86.0,243500.0,S,2
14375,POMAREDE,4.0,112.0,70000.0,S,2
14376,POMAREZ,4.0,94.0,120000.0,S,2
14377,POMAS,2.0,84.5,154650.0,S,0
14378,POMEROL,5.0,124.0,177000.0,S,2
14379,POMEROLS,4.0,55.0,203000.0,S,2
14380,POMEYS,2.5,86.5,298125.0,S,0
14381,POMMARD,4.5,105.0,135000.0,S,2
14382,POMMERET,4.0,81.5,141000.0,S,2
14383,POMMEREUIL,4.0,121.0,183200.0,S,2
14384,POMMEREUX,0.0,0.0,200000.0,J,1
14385,POMMERIEUX,4.0,100.0,100000.0,S,2
14386,POMMERIT-JAUDY,2.0,66.0,46000.0,S,0
14387,POMMERIT-LE-VICOMTE,4.0,126.0,141500.0,S,2
14388,POMMEUSE,3.5,78.5,205000.0,S,0
14389,POMMIER-DE-BEAUREPAIRE,3.0,99.0,174200.0,S,0
14390,POMMIERS,4.0,115.0,330000.0,S,2
14391,POMMIERS-MOULONS,2.5,533.5,125000.0,S,0
14392,POMOY,2.0,92.0,23680.0,S,0
14393,POMPAIRE,4.0,95.0,111200.0,S,2
14394,POMPEJAC,6.0,124.5,221950.0,AG,0
14395,POMPERTUZAT,3.0,69.0,252000.0,S,0
14396,POMPEY,3.0,68.5,98500.0,S,0
14397,POMPIAC,4.0,96.0,72500.0,T,0
14398,POMPIGNAC,4.0,100.0,350000.0,S,2
14399,POMPIGNAN,3.0,99.0,160000.0,S,0
14400,POMPONNE,3.0,60.0,275000.0,S,0
14401,POMPORT,4.0,117.5,174415.0,S,2
14402,PONCEY-LES-ATHEE,4.0,90.0,193900.0,S,2
14403,PONCHES-ESTRUVAL,3.0,62.0,110000.0,S,0
14404,PONCHON,3.5,99.0,198750.0,S,0
14405,PONCIN,3.0,76.0,101000.0,S,0
14406,PONCINS,3.5,102.0,217750.0,S,0
14407,PONET ET SAINT AUBAN,0.0,0.0,275000.0,S,1
14408,PONLAT-TAILLEBOURG,4.0,118.0,130000.0,S,2
14409,PONS,3.0,71.0,101500.0,S,0
14410,PONSONNAS,4.0,116.0,212500.0,S,2
14411,PONT A MOUSSON,0.0,53.0,112000.0,S,1
14412,PONT CROIX,2.0,55.0,88000.0,S,0
14413,PONT DE BARRET,4.0,95.0,121000.0,S,2
14414,PONT DE CLAIX,3.0,73.0,92000.0,S,0
14415,PONT DE L ARCHE,4.0,90.0,156000.0,S,2
14416,PONT DE L ISERE,4.0,100.0,173000.0,S,2
14417,PONT DU BOIS,1.0,50.0,15000.0,S,1
14418,PONT L ABBE,4.0,91.5,136000.0,S,2
14419,PONT SAINT MARD,6.0,153.0,64000.0,S,1
14420,PONT ST ESPRIT,4.0,84.0,150000.0,S,2
14421,PONT ST PIERRE,3.0,63.0,110000.0,S,0
14422,PONT STE MAXENCE,3.0,57.0,145000.0,S,0
14423,PONT SUR SEINE,3.0,100.0,138750.0,S,0
14424,PONT SUR VANNE,5.0,198.0,275000.0,S,2
14425,PONT SUR YONNE,3.5,68.5,99000.0,S,0
14426,PONT-A-MARCQ,4.0,93.5,251989.0,S,2
14427,PONT-A-VENDIN,4.0,89.5,124365.0,S,2
14428,PONT-AUDEMER,3.0,62.0,113000.0,S,0
14429,PONT-AVEN,3.5,102.5,162500.0,S,0
14430,PONT-BELLANGER,0.0,0.0,255000.0,AG,1
14431,PONT-D AIN,1.0,75.0,111000.0,S,1
14432,PONT-D'OUILLY,6.0,85.0,81000.0,S,1
14433,PONT-DE-BUIS-LES-QUIMERC'H,4.0,90.0,120980.0,S,2
14434,PONT-DE-CHERUY,4.0,74.5,171550.0,S,2
14435,PONT-DE-L ARN,4.5,97.5,185000.0,S,2
14436,PONT-DE-LABEAUME,0.0,0.0,74680.0,S,1
14437,PONT-DE-METZ,4.0,89.0,160000.0,S,2
14438,PONT-DE-POITTE,1.0,33.0,70000.0,S,1
14439,PONT-DE-ROIDE,0.0,0.0,84800.0,S,1
14440,PONT-DE-SALARS,4.0,105.0,43500.0,S,2
14441,PONT-DE-VAUX,2.0,67.0,156600.0,S,0
14442,PONT-DE-VEYLE,4.0,74.5,155475.0,S,2
14443,PONT-DU-CASSE,4.0,70.0,85000.0,S,2
14444,PONT-DU-CHATEAU,3.0,81.0,191000.0,S,0
14445,PONT-DU-NAVOY,1.5,34.0,110354132.0,S,1
14446,PONT-EN-ROYANS,3.0,74.0,60700.0,S,0
14447,PONT-ET-MASSENE,4.0,130.0,225000.0,J,0
14448,PONT-EVEQUE,0.0,53.0,170000.0,S,1
14449,PONT-HEBERT,2.0,76.0,89250.0,S,0
14450,PONT-L ABBE-D ARNOULT,4.0,119.0,122700.0,S,2
14451,PONT-L EVEQUE,3.5,80.0,250000.0,S,0
14452,PONT-LA-VILLE,6.5,154.0,99500.0,S,1
14453,PONT-MELVEZ,1.0,48.5,19000.0,S,1
14454,PONT-NOYELLES,3.0,57.5,115025.0,S,0
14455,PONT-PEAN,5.0,102.0,185000.0,S,2
14456,PONT-REMY,3.0,68.0,90000.0,S,0
14457,PONT-SAINT-MARTIN,3.5,78.5,282500.0,S,0
14458,PONT-SAINT-VINCENT,3.0,67.5,128700.0,S,0
14459,PONT-SALOMON,4.0,111.5,182740.0,S,2
14460,PONT-SCORFF,3.5,99.0,121770.0,S,0
14461,PONT-SUR-L OGNON,3.0,84.0,48000.0,S,0
14462,PONT-SUR-MADON,1.0,52.0,55000.0,VE,1
14463,PONT-SUR-SAMBRE,2.0,72.0,90500.0,S,0
14464,PONTACQ,5.0,163.0,181700.0,S,2
14465,PONTAILLER-SUR-SAONE,3.5,58.5,75800.0,S,0
14466,PONTARION,1.5,95.5,69000.0,S,1
14467,PONTARLIER,1.0,47.0,159000.0,S,1
14468,PONTARME,3.0,69.0,222500.0,S,0
14469,PONTAUBAULT,4.0,79.0,130750.0,S,2
14470,PONTAUBERT,2.0,43.0,65000.0,S,0
